animal_id,state,agro_climatic_zone,species,breed,breed_type,age_months,body_weight_kg,parity,lactation_stage,days_in_milk,pregnancy_status,basal_milk_yield_kg,basal_milk_fat_pct,basal_dry_fodder_kg,basal_green_fodder_kg,basal_concentrate_kg,basal_mineral_mixture_g,basal_total_dmi_kg,basal_feed_cost_inr,rec_dry_fodder_kg,rec_green_fodder_kg,rec_silage_kg,rec_concentrate_kg,rec_mineral_mixture_g,rec_total_dmi_kg,rec_feed_cost_inr,daily_cost_saving_inr,post_balancing_milk_yield_kg,post_balancing_milk_fat_pct,daily_net_economic_gain_inr,ration_balanced_status,study_source
NDDB_RBP_00078,Madhya_Pradesh,Central,Buffalo,Murrah,Buffalo,99,589.2,3,Early,88,0,12.32,7.64,7.1,12.2,5.1,0.0,13.42,212.69,6.3,16.7,0.0,7.4,50.0,15.67,280.39,-67.7,14.1,7.83,10.66,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00079,Gujarat,Western,Cattle,HF_Cross,Crossbred,94,495.7,6,Mid,134,0,26.2,4.09,9.4,19.0,3.0,0.0,14.96,190.3,7.6,23.1,0.0,11.7,50.0,21.99,416.02,-225.72,28.36,4.36,-113.01,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00080,Punjab,Northern,Cattle,Kankrej,Indigenous_Zebu,55,461.5,2,Late,240,1,9.98,4.48,6.2,19.5,4.9,30.0,13.89,219.2,5.4,27.2,12.0,5.2,50.0,18.82,281.54,-62.34,11.13,4.7,-8.85,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00081,Tamil_Nadu,Southern,Cattle,Gir,Indigenous_Zebu,50,392.1,5,Mid,98,0,11.18,4.51,9.4,14.9,5.6,20.0,16.48,250.48,8.1,18.6,0.0,5.7,50.0,16.14,253.87,-3.39,12.47,4.75,57.6,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00082,Haryana,Northern,Buffalo,Murrah,Buffalo,46,506.0,5,Early,22,0,15.71,7.64,8.5,17.5,3.0,0.0,13.85,180.25,7.5,25.2,12.0,9.1,50.0,23.82,394.29,-214.04,17.75,7.91,-117.35,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00083,Gujarat,Western,Cattle,Jersey_Cross,Crossbred,38,446.8,6,Late,228,1,14.69,4.4,6.7,15.5,2.5,0.0,11.38,149.35,5.7,20.1,8.0,7.1,50.0,18.1,303.57,-154.22,16.31,4.62,-78.31,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00084,Gujarat,Western,Buffalo,Mehsana,Buffalo,70,574.3,3,Late,228,1,9.17,6.6,7.8,10.2,4.2,30.0,12.84,192.54,6.7,13.7,12.0,5.8,50.0,17.83,277.19,-84.65,10.49,6.77,-27.36,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00085,Gujarat,Western,Cattle,Gir,Indigenous_Zebu,59,450.6,1,Mid,91,0,8.63,4.56,6.0,16.8,4.9,0.0,13.17,209.36,5.2,20.3,12.0,4.7,50.0,16.81,251.86,-42.5,9.15,4.87,-11.39,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00086,Punjab,Northern,Cattle,Kankrej,Indigenous_Zebu,35,402.8,1,Late,237,1,11.96,4.65,8.4,19.6,3.7,20.0,14.81,203.92,6.9,26.8,12.0,6.0,50.0,20.81,312.71,-108.79,13.21,5.0,-42.8,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00087,Karnataka,Southern,Buffalo,Jaffarabadi,Buffalo,70,596.5,4,Early,28,0,9.73,7.06,6.5,11.9,5.6,0.0,13.27,220.53,5.2,15.7,0.0,6.1,50.0,13.31,236.14,-15.61,10.39,7.41,24.02,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00088,Andhra_Pradesh,Southern,Cattle,Jersey_Cross,Crossbred,99,434.8,2,Late,225,0,21.96,4.49,8.1,12.4,4.9,0.0,14.18,215.43,6.6,15.5,8.0,10.0,50.0,20.6,375.6,-160.17,24.07,4.86,-44.37,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00089,Madhya_Pradesh,Central,Buffalo,Jaffarabadi,Buffalo,66,626.9,4,Late,234,0,17.89,7.04,9.0,16.9,4.0,0.0,15.08,208.68,7.3,22.8,8.0,10.1,50.0,22.78,399.51,-190.83,20.4,7.3,-74.23,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00090,Punjab,Northern,Buffalo,Jaffarabadi,Buffalo,41,588.9,3,Late,251,1,16.52,7.24,8.6,14.9,4.6,0.0,14.86,216.88,6.8,21.5,8.0,9.5,50.0,21.53,377.3,-160.42,18.03,7.41,-90.78,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00091,Tamil_Nadu,Southern,Buffalo,Mehsana,Buffalo,43,471.7,1,Mid,98,0,12.74,6.66,7.1,21.6,3.4,0.0,13.77,189.17,5.3,29.1,12.0,7.6,50.0,21.27,347.37,-158.2,13.54,7.05,-106.68,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00092,Punjab,Northern,Buffalo,Jaffarabadi,Buffalo,109,566.3,2,Mid,107,0,12.03,7.83,7.2,13.0,4.7,0.0,13.31,204.8,5.7,16.8,12.0,7.2,50.0,18.81,312.91,-108.11,12.68,8.16,-66.67,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00093,Haryana,Northern,Cattle,Red_Sindhi,Indigenous_Zebu,73,398.0,4,Late,221,1,11.78,4.51,9.4,11.5,3.3,0.0,13.73,181.6,7.1,14.2,0.0,5.9,50.0,14.54,241.89,-60.29,12.58,4.68,-21.34,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00094,Gujarat,Western,Cattle,Gir,Indigenous_Zebu,41,426.8,2,Late,290,1,15.72,4.4,9.3,17.7,5.5,20.0,16.86,253.29,7.3,23.5,8.0,7.5,50.0,20.58,333.45,-80.16,17.55,4.58,2.02,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00095,Andhra_Pradesh,Southern,Cattle,Tharparkar,Indigenous_Zebu,37,445.2,2,Mid,143,1,9.09,4.49,9.4,13.1,4.8,20.0,15.4,225.72,8.4,18.0,0.0,4.8,50.0,15.48,231.4,-5.68,9.77,4.85,34.23,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00096,Gujarat,Western,Buffalo,Murrah,Buffalo,101,484.3,1,Early,15,0,10.16,7.46,7.1,17.8,2.9,30.0,12.56,170.21,5.5,24.1,8.0,6.3,50.0,18.0,290.07,-119.86,11.66,7.71,-51.2,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00097,Madhya_Pradesh,Central,Buffalo,Mehsana,Buffalo,104,528.0,4,Mid,112,0,11.23,6.83,8.2,19.7,5.2,0.0,16.0,240.04,6.5,27.9,0.0,6.8,50.0,17.55,290.93,-50.89,11.93,7.12,-10.45,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00098,Madhya_Pradesh,Central,Buffalo,Mehsana,Buffalo,105,499.0,2,Late,213,1,11.04,7.05,7.9,16.5,4.1,0.0,14.1,202.15,6.0,22.3,0.0,6.7,50.0,15.89,272.26,-70.11,12.3,7.39,-5.5,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00099,Punjab,Northern,Buffalo,Mehsana,Buffalo,101,525.1,2,Mid,131,1,8.87,6.65,7.6,13.0,4.2,20.0,13.22,196.4,6.6,18.2,0.0,5.6,50.0,14.62,239.14,-42.74,9.95,6.93,9.44,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00100,Karnataka,Southern,Cattle,Red_Sindhi,Indigenous_Zebu,109,394.5,5,Mid,138,1,12.58,4.65,6.3,15.8,3.2,0.0,11.71,165.21,5.2,20.0,12.0,6.2,50.0,18.1,290.2,-124.99,14.05,5.03,-47.77,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00101,Andhra_Pradesh,Southern,Cattle,Kankrej,Indigenous_Zebu,65,428.0,6,Mid,160,0,13.84,4.63,7.6,11.5,5.5,20.0,14.09,226.9,6.3,15.8,12.0,6.7,50.0,18.7,302.21,-75.31,15.63,4.83,5.21,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00102,Haryana,Northern,Buffalo,Murrah,Buffalo,36,539.4,6,Mid,186,0,14.33,7.75,7.9,19.8,5.6,0.0,16.11,248.41,6.9,27.0,12.0,8.4,50.0,23.01,375.55,-127.14,15.64,8.11,-54.84,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00103,Andhra_Pradesh,Southern,Buffalo,Murrah,Buffalo,55,529.5,3,Early,82,0,10.75,7.62,7.2,18.0,2.8,30.0,12.6,168.8,5.6,23.5,0.0,6.6,50.0,15.68,269.3,-100.5,11.47,7.95,-58.0,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00104,Gujarat,Western,Cattle,Sahiwal,Indigenous_Zebu,51,409.5,5,Mid,157,0,11.65,4.46,6.5,17.6,2.7,0.0,11.8,157.67,5.8,21.7,0.0,5.9,50.0,14.87,248.64,-90.97,13.02,4.72,-25.37,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00105,Gujarat,Western,Cattle,Jersey_Cross,Crossbred,53,456.2,4,Early,33,0,18.03,4.17,9.1,19.3,3.4,0.0,15.11,199.11,8.0,24.1,12.0,8.4,50.0,23.42,377.42,-178.31,19.59,4.41,-100.22,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00106,Haryana,Northern,Cattle,Jersey_Cross,Crossbred,89,428.7,2,Early,19,0,12.7,4.32,6.6,17.1,4.9,30.0,13.77,216.92,5.3,21.9,0.0,6.3,50.0,14.82,255.73,-38.81,13.4,4.56,0.65,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00107,Gujarat,Western,Cattle,HF_Cross,Crossbred,59,549.4,4,Late,278,1,15.24,4.08,8.0,19.1,3.1,0.0,13.81,182.62,6.1,25.1,12.0,7.3,50.0,20.92,336.77,-154.15,16.0,4.31,-110.55,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00108,Haryana,Northern,Buffalo,Murrah,Buffalo,59,546.5,5,Late,293,0,9.52,7.79,9.2,16.5,5.4,0.0,16.44,245.7,7.0,20.9,12.0,6.0,50.0,19.72,300.48,-54.78,10.72,7.97,-1.46,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00109,Haryana,Northern,Cattle,HF_Cross,Crossbred,43,512.1,4,Mid,165,0,19.04,3.64,9.2,16.6,3.6,30.0,14.84,201.52,7.3,23.8,0.0,8.8,50.0,19.25,339.91,-138.39,20.97,4.02,-33.18,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00110,Haryana,Northern,Cattle,HF_Cross,Crossbred,41,530.7,1,Early,56,0,21.56,3.91,8.2,16.4,5.0,20.0,15.16,229.18,7.1,20.9,0.0,9.8,50.0,19.39,358.03,-128.85,23.33,4.07,-46.66,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00111,Punjab,Northern,Cattle,Sahiwal,Indigenous_Zebu,49,421.1,2,Late,270,1,14.6,4.39,6.8,17.3,3.0,30.0,12.28,169.46,5.9,21.5,8.0,7.0,50.0,18.47,305.55,-136.09,16.72,4.75,-31.45,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00112,Maharashtra,Western,Cattle,Red_Sindhi,Indigenous_Zebu,97,365.5,1,Mid,93,0,14.74,4.72,9.4,15.2,3.6,0.0,14.74,197.54,8.3,19.3,8.0,7.1,50.0,20.28,321.31,-123.77,16.42,4.92,-46.79,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00113,Haryana,Northern,Cattle,Sahiwal,Indigenous_Zebu,60,422.8,3,Early,19,0,16.25,4.38,5.7,21.9,2.7,30.0,11.94,163.53,4.5,28.6,0.0,7.7,50.0,16.7,300.87,-137.34,17.29,4.56,-85.37,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00114,Karnataka,Southern,Cattle,Kankrej,Indigenous_Zebu,33,462.3,4,Mid,117,0,8.6,4.39,6.4,12.1,4.8,0.0,12.5,199.42,5.2,14.9,12.0,4.6,50.0,15.64,237.38,-37.96,9.38,4.7,3.31,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00115,Karnataka,Southern,Cattle,Kankrej,Indigenous_Zebu,43,447.3,5,Mid,100,0,13.75,4.4,6.0,15.0,5.3,0.0,13.17,215.8,5.2,18.5,8.0,6.7,50.0,16.97,285.9,-70.1,15.29,4.63,2.49,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00116,Maharashtra,Western,Buffalo,Jaffarabadi,Buffalo,82,594.4,2,Mid,187,0,12.34,7.27,8.1,16.0,3.4,0.0,13.55,184.35,6.7,19.8,12.0,7.4,50.0,20.49,332.21,-147.86,13.26,7.58,-96.46,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00117,Gujarat,Western,Cattle,Kankrej,Indigenous_Zebu,58,455.3,6,Early,56,0,12.5,4.66,9.3,19.4,3.6,0.0,15.49,206.03,8.1,23.7,0.0,6.2,50.0,17.61,278.09,-72.06,14.18,4.82,0.86,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00118,Madhya_Pradesh,Central,Buffalo,Murrah,Buffalo,63,595.5,3,Late,228,1,14.14,6.87,7.6,11.8,5.1,0.0,13.79,215.56,6.2,14.3,12.0,8.3,50.0,19.75,339.76,-124.2,14.97,7.2,-72.9,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00119,Andhra_Pradesh,Southern,Cattle,Kankrej,Indigenous_Zebu,46,409.5,5,Mid,162,1,9.47,4.42,6.9,19.3,4.8,30.0,14.39,221.41,5.5,25.1,0.0,5.0,50.0,14.47,230.47,-9.06,10.57,4.76,47.12,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00120,Tamil_Nadu,Southern,Buffalo,Jaffarabadi,Buffalo,37,512.4,1,Early,63,0,11.3,7.26,5.8,21.5,4.2,20.0,13.3,201.6,5.2,30.1,12.0,6.9,50.0,20.75,330.62,-129.02,12.4,7.44,-78.29,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00121,Andhra_Pradesh,Southern,Cattle,Red_Sindhi,Indigenous_Zebu,61,419.8,4,Late,240,0,10.37,4.87,6.4,14.5,4.0,30.0,12.26,186.3,5.2,18.0,12.0,5.3,50.0,16.89,262.4,-76.1,11.14,5.05,-38.82,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00122,Tamil_Nadu,Southern,Cattle,Kankrej,Indigenous_Zebu,50,401.1,3,Mid,136,1,13.03,4.64,9.2,13.0,5.1,0.0,15.47,230.2,8.3,18.0,0.0,6.4,50.0,16.83,272.25,-42.05,14.69,4.95,39.25,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00123,Tamil_Nadu,Southern,Cattle,HF_Cross,Crossbred,51,548.0,4,Late,299,1,15.51,3.94,5.9,21.6,4.2,20.0,13.41,202.57,5.2,29.9,8.0,7.4,50.0,19.88,329.18,-126.61,17.46,4.28,-28.76,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00124,Karnataka,Southern,Cattle,Kankrej,Indigenous_Zebu,52,409.5,5,Early,44,0,13.11,4.55,8.5,11.9,4.1,30.0,13.72,198.93,7.4,16.5,8.0,6.4,50.0,18.28,290.2,-91.27,15.07,4.72,-6.54,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00125,Maharashtra,Western,Buffalo,Jaffarabadi,Buffalo,39,530.6,5,Late,245,1,15.19,7.38,7.7,16.3,5.5,0.0,15.14,236.61,5.8,22.6,0.0,8.8,50.0,17.66,326.02,-89.41,17.09,7.72,6.03,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00126,Punjab,Northern,Cattle,Tharparkar,Indigenous_Zebu,99,430.5,3,Mid,115,0,8.87,4.55,8.1,19.4,3.3,0.0,14.14,189.23,6.6,25.3,12.0,4.7,50.0,19.07,273.36,-84.13,9.47,4.71,-55.27,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00127,Haryana,Northern,Cattle,Tharparkar,Indigenous_Zebu,49,433.5,1,Mid,133,1,11.57,4.69,5.9,12.7,5.0,30.0,12.35,204.59,5.0,17.4,0.0,5.8,50.0,13.2,230.58,-25.99,12.85,4.85,30.87,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00128,Gujarat,Western,Cattle,Kankrej,Indigenous_Zebu,51,457.3,5,Early,90,0,12.49,4.58,8.7,16.2,4.0,30.0,14.67,207.29,6.7,22.4,0.0,6.2,50.0,16.09,264.73,-57.44,13.23,4.79,-18.21,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00129,Haryana,Northern,Buffalo,Mehsana,Buffalo,62,495.9,1,Late,212,1,14.29,6.62,7.1,20.1,3.8,0.0,13.83,196.27,6.3,25.1,12.0,8.3,50.0,22.0,364.27,-168.0,15.52,6.85,-106.98,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00130,Tamil_Nadu,Southern,Cattle,Gir,Indigenous_Zebu,99,446.5,1,Early,65,0,15.53,4.5,7.2,20.5,5.4,0.0,15.44,239.5,5.9,26.8,12.0,7.4,50.0,21.17,341.61,-102.11,17.06,4.68,-31.69,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00131,Tamil_Nadu,Southern,Cattle,Tharparkar,Indigenous_Zebu,64,428.2,1,Late,294,1,13.36,4.46,7.9,11.6,5.1,30.0,14.02,219.77,6.5,14.0,12.0,6.5,50.0,18.34,294.55,-74.78,14.1,4.68,-34.25,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00132,Punjab,Northern,Cattle,Jersey_Cross,Crossbred,43,410.3,2,Mid,196,1,20.45,4.13,6.1,20.2,2.7,0.0,11.96,160.39,5.4,24.9,12.0,9.4,50.0,22.14,385.68,-225.29,22.12,4.47,-131.75,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00133,Karnataka,Southern,Cattle,HF_Cross,Crossbred,61,450.8,3,Mid,162,0,26.35,3.8,8.8,19.5,4.7,0.0,16.05,231.1,7.9,24.7,8.0,11.7,50.0,25.14,449.79,-218.69,29.58,4.0,-72.29,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00134,Punjab,Northern,Cattle,Gir,Indigenous_Zebu,41,404.7,1,Mid,175,0,9.8,4.5,8.9,16.7,4.3,0.0,15.22,215.29,7.0,21.7,8.0,5.1,50.0,17.79,264.84,-49.55,10.36,4.83,-14.59,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00135,Maharashtra,Western,Cattle,Gir,Indigenous_Zebu,99,386.5,2,Early,79,0,11.43,4.46,8.2,12.6,2.8,30.0,12.42,164.42,6.7,17.2,0.0,5.8,50.0,14.69,242.89,-78.47,12.33,4.81,-27.01,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00136,Haryana,Northern,Cattle,HF_Cross,Crossbred,93,466.3,3,Early,63,0,16.82,3.73,6.2,14.0,5.1,0.0,12.97,209.9,4.7,17.2,8.0,7.9,50.0,17.34,310.49,-100.59,19.14,4.1,15.9,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00137,Andhra_Pradesh,Southern,Buffalo,Mehsana,Buffalo,55,578.2,1,Early,80,0,8.52,6.96,9.1,16.5,4.2,0.0,15.27,213.75,7.3,21.7,8.0,5.5,50.0,18.42,277.49,-63.74,9.27,7.3,-22.63,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00138,Punjab,Northern,Cattle,Kankrej,Indigenous_Zebu,103,418.3,4,Mid,178,0,9.19,4.56,6.3,20.8,4.3,30.0,13.7,207.21,5.4,29.1,8.0,4.9,50.0,17.65,263.92,-56.71,10.21,4.8,-8.15,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00139,Punjab,Northern,Cattle,Sahiwal,Indigenous_Zebu,62,478.5,4,Mid,143,0,12.91,4.49,8.8,13.8,5.3,0.0,15.45,234.16,6.7,19.6,12.0,6.4,50.0,19.55,305.77,-71.61,14.51,4.72,2.54,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00140,Karnataka,Southern,Cattle,Gir,Indigenous_Zebu,50,418.8,6,Late,283,0,15.98,4.79,8.1,11.6,4.9,20.0,14.02,215.27,6.7,16.0,0.0,7.6,50.0,16.07,287.05,-71.78,17.11,5.03,-12.41,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00141,Madhya_Pradesh,Central,Cattle,Kankrej,Indigenous_Zebu,38,430.3,4,Mid,148,1,9.2,4.49,8.8,15.5,3.8,0.0,14.44,198.9,7.7,22.0,0.0,4.9,50.0,15.74,237.55,-38.65,9.82,4.82,-2.13,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00142,Maharashtra,Western,Buffalo,Murrah,Buffalo,64,494.1,4,Early,48,0,11.48,7.25,8.5,17.8,4.7,0.0,15.44,225.11,7.3,24.9,0.0,6.9,50.0,17.76,292.93,-67.82,13.18,7.56,13.12,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00143,Madhya_Pradesh,Central,Cattle,Tharparkar,Indigenous_Zebu,95,424.1,3,Late,262,0,9.22,4.74,6.4,20.0,3.5,20.0,12.91,184.6,5.1,28.3,8.0,4.9,50.0,17.22,259.91,-75.31,9.96,4.94,-39.22,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00144,Gujarat,Western,Cattle,Kankrej,Indigenous_Zebu,75,427.4,4,Mid,156,1,8.63,4.62,5.7,20.8,4.8,0.0,13.61,213.31,4.8,27.9,8.0,4.7,50.0,16.69,251.58,-38.27,9.4,4.86,0.01,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00145,Madhya_Pradesh,Central,Cattle,Tharparkar,Indigenous_Zebu,64,413.7,3,Early,44,0,13.62,4.59,5.6,15.1,2.6,0.0,10.4,142.82,4.4,21.4,8.0,6.6,50.0,16.74,283.68,-140.86,15.63,4.95,-41.97,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00146,Gujarat,Western,Cattle,Kankrej,Indigenous_Zebu,74,475.6,6,Early,77,0,10.91,4.55,7.6,17.6,4.1,30.0,14.05,204.72,6.5,23.5,12.0,5.6,50.0,19.43,292.05,-87.33,11.74,4.71,-48.28,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00147,Andhra_Pradesh,Southern,Cattle,Gir,Indigenous_Zebu,43,402.7,3,Late,241,0,13.84,4.64,5.8,20.5,5.6,0.0,14.36,234.2,4.9,29.2,8.0,6.7,50.0,18.84,307.19,-72.99,15.4,4.92,3.54,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00148,Andhra_Pradesh,Southern,Cattle,Gir,Indigenous_Zebu,64,382.8,3,Early,78,0,14.31,4.63,8.1,13.0,3.3,30.0,12.86,177.55,6.2,15.9,0.0,6.9,50.0,14.97,264.88,-87.33,15.07,5.0,-36.15,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00149,Andhra_Pradesh,Southern,Cattle,Sahiwal,Indigenous_Zebu,37,476.0,5,Early,90,0,13.72,4.26,6.9,12.0,3.1,0.0,11.4,158.75,5.8,16.2,0.0,6.7,50.0,14.49,257.34,-98.59,15.28,4.58,-19.75,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00150,Tamil_Nadu,Southern,Cattle,Tharparkar,Indigenous_Zebu,96,432.9,6,Late,208,0,11.31,4.79,6.6,14.9,5.6,0.0,13.96,227.88,5.3,19.6,0.0,5.7,50.0,13.82,235.07,-7.19,12.9,5.0,64.07,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00151,Gujarat,Western,Buffalo,Jaffarabadi,Buffalo,69,567.6,6,Late,251,1,14.32,7.54,8.9,10.6,5.4,30.0,14.99,232.87,6.8,13.6,0.0,8.4,50.0,16.4,303.32,-70.45,15.66,7.74,-7.0,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00152,Punjab,Northern,Buffalo,Jaffarabadi,Buffalo,38,506.7,5,Early,55,0,16.36,7.53,9.0,16.9,2.6,30.0,13.82,174.68,7.7,24.5,0.0,9.4,50.0,20.29,360.05,-185.37,18.7,7.72,-82.24,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00153,Haryana,Northern,Buffalo,Murrah,Buffalo,101,582.2,5,Mid,123,1,11.09,7.62,9.3,19.9,2.5,20.0,14.6,180.13,7.0,27.4,8.0,6.7,50.0,20.37,318.98,-138.85,11.71,7.92,-101.24,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00154,Maharashtra,Western,Cattle,Sahiwal,Indigenous_Zebu,62,400.3,4,Mid,96,0,10.74,4.44,7.7,20.8,3.9,20.0,14.6,206.51,6.2,29.9,8.0,5.5,50.0,19.07,287.28,-80.77,11.97,4.75,-19.19,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00155,Punjab,Northern,Cattle,Kankrej,Indigenous_Zebu,43,453.9,2,Early,65,0,13.39,4.55,9.0,18.7,2.9,0.0,14.45,184.04,7.5,26.3,0.0,6.6,50.0,17.95,289.71,-105.67,14.25,4.7,-64.44,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_00156,Punjab,Northern,Cattle,Kankrej,Indigenous_Zebu,74,443.7,2,Late,227,1,8.51,4.49,8.8,10.8,3.9,20.0,13.59,192.76,7.2,14.8,8.0,4.6,50.0,16.14,238.16,-45.4,9.4,4.86,2.33,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
